LONGITUDE,LATITUDE,ALTITUDE,FLOOR,BUILDINGID,AP,ERROR_3D,ERROR_2D
-7635.41552734375,4864962.5,-0.9453714489936829,0.0,0.0,71.0,13.078099291622102,13.043885690428068
-7637.70947265625,4864909.0,0.4350181519985199,0.0,0.0,52.0,3.6943710477128677,3.66866960158732
-7596.56884765625,4864983.5,0.10049524158239365,0.0,0.0,57.0,4.333408291281502,4.332242851614689
-7632.8583984375,4864990.0,-0.034155916422605515,0.0,0.0,75.0,4.291042257836362,4.290906318239856
-7633.88623046875,4864992.5,0.012067346833646297,0.0,0.0,74.0,4.375971347555177,4.37595470883375
-7639.5224609375,4865003.5,-0.1951035112142563,0.0,0.0,75.0,4.381210508645614,4.376864190374043
-7638.115234375,4865001.0,-0.1667197197675705,0.0,0.0,75.0,0.789472943141735,0.771668363348852
-7639.0537109375,4865005.0,0.093119777739048,0.0,0.0,74.0,3.8063101137428226,3.8051708751348774
-7640.236328125,4865006.0,-0.21683062613010406,0.0,0.0,75.0,0.8901204893102844,0.8633069935208489
-7639.73681640625,4865004.5,-0.2195807248353958,0.0,0.0,75.0,4.819365418855414,4.8143605334187605
-7632.0537109375,4864997.0,0.01726856455206871,0.0,0.0,74.0,16.00764091065562,16.00763159624727
-7636.3564453125,4864961.0,-0.8133852481842041,0.0,0.0,71.0,9.57774100654277,9.54314032310367
-7643.21435546875,4864950.5,3.025127649307251,1.0,0.0,25.0,2.9439789728955432,2.8655818786280634
-7647.98681640625,4864936.0,3.4608213901519775,1.0,0.0,154.0,2.5413722759335955,2.5300922191641693
-7599.794921875,4864982.0,3.787057876586914,1.0,0.0,27.0,17.331176431535468,17.330957775816508
-7610.556640625,4864979.0,3.7624847888946533,1.0,0.0,26.0,7.221736997710922,7.221466673416388
-7604.4609375,4864980.5,3.744825601577759,1.0,0.0,26.0,1.7947157088048875,1.7941558295962539
-7604.34130859375,4864980.5,3.4506795406341553,1.0,0.0,26.0,0.9527826693702814,0.9195836686207315
-7596.7529296875,4864982.5,3.9622182846069336,1.0,0.0,26.0,1.527463956735361,1.5047882609667853
-7594.26416015625,4864983.0,3.9391324520111084,1.0,0.0,27.0,1.2753756752968233,1.2527564741536892
-7592.830078125,4864983.5,3.652454376220703,1.0,0.0,27.0,6.217934725308106,6.217752943134025
-7592.2373046875,4864983.5,3.6076955795288086,1.0,0.0,27.0,5.822120849040665,5.821389101820585
-7597.76025390625,4864981.5,3.808110475540161,1.0,0.0,27.0,4.199388694763041,4.197996847876629
-7599.77978515625,4864982.0,4.140899181365967,1.0,0.0,26.0,3.116558730267001,3.085214130506063
-7603.7919921875,4864981.0,3.659275770187378,1.0,0.0,26.0,0.772177214083402,0.7711025788154081
-7598.64990234375,4864982.0,4.044022560119629,1.0,0.0,26.0,4.283950422383796,4.270114717378333
-7590.36669921875,4864985.0,3.5089521408081055,1.0,0.0,26.0,6.996927184798522,6.994318461785306
-7637.2548828125,4864997.0,3.551334857940674,1.0,0.0,451.0,3.3063768968153537,3.3030329788439605
-7596.107421875,4864982.0,3.3767402172088623,1.0,0.0,27.0,1.3407379759233757,1.3011846267586076
-7600.19873046875,4864981.5,3.2782108783721924,1.0,0.0,26.0,2.229590987398916,2.189330927011016
-7529.58544921875,4864932.0,3.6478400230407715,1.0,1.0,104.0,15.150091915861136,15.150002125275249
-7518.85693359375,4864939.5,3.719727039337158,1.0,1.0,102.0,3.0645099857583675,3.0644464910863984
-7519.7294921875,4864943.5,3.792356252670288,1.0,1.0,103.0,5.738644270869922,5.737901043951601
-7630.80615234375,4864978.5,2.959486246109009,1.0,0.0,161.0,6.718575742110717,6.677641753102426
-7637.9091796875,4864985.5,3.5324699878692627,1.0,0.0,160.0,6.120477181537795,6.118183931916423
-7637.7255859375,4865000.5,3.688084840774536,1.0,0.0,32.0,2.2872890208296677,2.287257985839938
-7640.8955078125,4865009.0,3.9536967277526855,1.0,0.0,33.0,2.31267838729304,2.298721230027668
-7639.31201171875,4865011.5,4.683310508728027,1.0,0.0,33.0,4.02364165037289,3.90163972888842
-7637.73876953125,4865009.0,4.52599573135376,1.0,0.0,33.0,8.829796833456035,8.791077475025208
-7640.9814453125,4865010.5,4.350217819213867,1.0,0.0,33.0,3.9989174275610653,3.945701126546253
-7638.751953125,4865004.0,3.2824079990386963,1.0,0.0,33.0,5.203738808236339,5.186956188852774
-7637.58447265625,4865003.0,3.744666814804077,1.0,0.0,223.0,3.2614741101427245,3.2611682334382164
-7640.4267578125,4864987.0,3.4298341274261475,1.0,0.0,160.0,7.33078879744981,7.325808815012309
-7638.44873046875,4864984.0,3.6040761470794678,1.0,0.0,160.0,7.159596658498872,7.158954038602922
-7626.48046875,4864979.5,3.6085567474365234,1.0,0.0,161.0,6.160132783345179,6.159454037494283
-7626.05908203125,4864975.0,3.406632423400879,1.0,0.0,160.0,11.978272748205057,11.974679682371145
-7643.26025390625,4864950.5,4.222092628479004,2.0,0.0,25.0,8.437489018790556,7.816145193139885
-7636.45458984375,4864958.5,-0.4111841022968292,0.0,0.0,70.0,2.8415458842963623,2.811638427426248
-7613.37060546875,4864980.0,0.10506121814250946,0.0,0.0,57.0,7.219536446886204,7.218771962623608
-7602.81298828125,4864982.0,0.13288818299770355,0.0,0.0,57.0,7.717469053692031,7.7163248587338344
-7605.21337890625,4864980.5,0.057767994701862335,0.0,0.0,57.0,1.7903512508587291,1.7894190286904692
-7597.1865234375,4864983.0,0.128363236784935,0.0,0.0,57.0,4.744830071091257,4.743093429711664
-7594.1513671875,4864983.5,7.057831287384033,2.0,0.0,35.0,5.41599099371674,5.405171506633954
-7593.9462890625,4864983.5,7.158021450042725,2.0,0.0,35.0,1.5683532910244924,1.5495736274304395
-7597.61669921875,4864982.5,7.4472784996032715,2.0,0.0,35.0,4.719765741425851,4.719528938084009
-7599.314453125,4864981.5,5.818450927734375,2.0,0.0,26.0,10.514769596811703,10.395147050718018
-7601.15087890625,4864980.5,5.580775737762451,1.0,0.0,27.0,8.566695606926007,8.371301971940301
-7616.11181640625,4864977.5,5.042362689971924,1.0,0.0,161.0,3.0585388046916275,1.9483854685785527
-7622.45703125,4864976.5,6.770832538604736,2.0,0.0,160.0,6.511054812612568,6.480585087657342
-7478.57373046875,4864864.5,2.0620126724243164,0.0,1.0,255.0,20.17726420472856,20.07162411281613
-7472.2880859375,4864865.0,0.7422672510147095,0.0,1.0,309.0,27.129855699673023,27.119699659346374
-7634.68896484375,4864966.5,7.631257057189941,2.0,0.0,18.0,4.071092034550877,4.0645184865225366
-7648.10888671875,4864943.0,7.257372856140137,2.0,0.0,8.0,6.529488824070835,6.527930897420738
-7642.1298828125,4864919.5,7.922714710235596,2.0,0.0,28.0,14.129072901378942,14.119400496628177
-7640.67431640625,4864918.0,4.432018756866455,1.0,0.0,252.0,10.214771325292261,9.77408003693547
-7639.56689453125,4864915.5,3.99416446685791,1.0,0.0,252.0,15.206453236178678,14.820138472540522
-7640.673828125,4864913.5,7.342875003814697,2.0,0.0,29.0,14.541143890088785,14.541031681661286
-7629.28076171875,4864980.5,3.968674659729004,1.0,0.0,160.0,6.85921243413261,6.853948434572507
-7634.84423828125,4864986.0,3.3881633281707764,1.0,0.0,161.0,0.36010026550637564,0.18008356760191974
-7634.6552734375,4864981.0,2.8820152282714844,1.0,0.0,161.0,7.46783374332622,7.422899819557175
-7622.75341796875,4864977.5,3.684750556945801,1.0,0.0,161.0,14.378609511404473,14.378601424893095
-7636.65478515625,4865001.0,4.021357536315918,1.0,0.0,223.0,9.43797307405147,9.432500468082337
-7637.0146484375,4864995.5,3.7803902626037598,1.0,0.0,451.0,2.343788916816623,2.3424098472024357
-7634.6650390625,4864995.5,3.2913148403167725,1.0,0.0,33.0,6.173399623362378,6.159857088438452
-7639.35888671875,4865004.5,4.105526447296143,1.0,0.0,32.0,3.326392077789159,3.3015803118691274
-7642.0703125,4865011.5,3.7781217098236084,1.0,0.0,33.0,4.85344236645768,4.852813596562365
-7638.775390625,4865004.0,3.9109866619110107,1.0,0.0,33.0,3.5347673180245933,3.528464909995624
-7638.373046875,4864906.5,7.040979385375977,2.0,0.0,29.0,8.121997401660346,8.114058540018824
-7642.1298828125,4865012.0,3.7630341053009033,1.0,0.0,32.0,3.375567016572007,3.374978427329241
-7637.91845703125,4864905.0,6.8319621086120605,2.0,0.0,29.0,1.9323895998431964,1.8470144881753612
-7640.6015625,4865008.0,3.863464832305908,1.0,0.0,33.0,1.1748084789358328,1.1633805098843313
-7637.8095703125,4864905.0,7.081683158874512,2.0,0.0,29.0,5.922655225655408,5.914094969700707
-7640.09130859375,4865007.5,4.148123741149902,1.0,0.0,33.0,7.114868544671904,7.100742180968093
-7643.001953125,4864924.5,6.130370616912842,2.0,0.0,154.0,3.9470950182752422,3.7373252886114896
-7637.498046875,4865003.0,3.936972141265869,1.0,0.0,33.0,14.477210570081647,14.475270985192218
-7642.0732421875,4865013.0,4.223781108856201,1.0,0.0,32.0,2.595851428045698,2.542459043228083
-7643.79248046875,4864951.0,9.17708969116211,2.0,0.0,19.0,5.316533404060086,5.010736439491912
-7639.4482421875,4864954.5,-0.1644144505262375,0.0,0.0,71.0,2.1409733410889764,2.1346509634391873
-7611.12158203125,4864978.5,1.8415459394454956,0.0,0.0,160.0,26.362840440739387,26.297252795847186
-7635.17529296875,4864966.0,7.5149641036987305,2.0,0.0,19.0,9.53153320537981,9.530839863313131
-7610.71630859375,4864978.5,2.1520776748657227,0.0,0.0,160.0,24.82273398161801,24.774423480628656
-7619.4306640625,4864978.0,3.3272290229797363,1.0,0.0,161.0,13.207998249761532,13.20273682099265
-7617.54931640625,4864978.0,2.650944948196411,1.0,0.0,161.0,6.849176000990814,6.768359874506813
-7652.36083984375,4864935.0,11.61197566986084,3.0,0.0,12.0,5.283746120810811,5.258883339897724
-7662.84375,4864937.0,11.420090675354004,3.0,0.0,12.0,2.84163392124494,2.823548353034053
-7679.609375,4864930.5,10.833721160888672,3.0,0.0,46.0,6.5034588165586396,6.4980052445743555
-7683.52880859375,4864929.5,10.884422302246094,3.0,0.0,46.0,2.967611471105885,2.959770953920313
-7684.328125,4864930.0,11.045669555664062,3.0,0.0,47.0,5.3267601578049195,5.326483078129147
-7682.5859375,4864930.0,11.009645462036133,3.0,0.0,47.0,8.875742370644879,8.875282456774551
-7681.46435546875,4864930.0,10.899934768676758,3.0,0.0,46.0,1.3830234149065088,1.368476404398424
-7643.732421875,4864922.0,11.167686462402344,3.0,0.0,44.0,7.246119465387081,7.245803326717405
-7647.0966796875,4864926.0,10.94282054901123,3.0,0.0,13.0,1.0200886760687722,1.007906507187353
-7613.34228515625,4864979.0,2.466318130493164,1.0,0.0,161.0,10.219770450991165,10.145035096824568
-7640.943359375,4864914.5,11.159200668334961,3.0,0.0,44.0,5.605729484340711,5.605416874102716
-7629.8974609375,4864904.0,10.649507522583008,3.0,0.0,45.0,14.035115995197277,14.027884285466328
-7637.68017578125,4864905.0,11.026836395263672,3.0,0.0,44.0,0.25092623881813175,0.2400230494544232
-7637.6494140625,4864904.5,10.968185424804688,3.0,0.0,44.0,6.261815854517145,6.260428317108053
-7640.2666015625,4864956.5,11.13740348815918,3.0,0.0,49.0,8.849684373753682,8.84960532985136
-7628.42578125,4864981.0,9.851611137390137,3.0,0.0,51.0,16.476622463130486,16.429260879304575
-7637.32177734375,4864962.0,10.917313575744629,3.0,0.0,48.0,9.116678940974078,9.114848357663062
-7628.9443359375,4864981.0,10.182779312133789,3.0,0.0,50.0,5.819833599275484,5.747100950305821
-7628.0126953125,4864985.0,10.664956092834473,3.0,0.0,51.0,5.148786041517039,5.1303737193462675
-7632.12451171875,4864991.0,10.828402519226074,3.0,0.0,51.0,4.601039825301785,4.593016686498138
-7640.47607421875,4865006.0,10.764413833618164,3.0,0.0,43.0,5.373186519950689,5.3626966447033855
-7639.89013671875,4865003.5,10.67401123046875,3.0,0.0,43.0,3.632531397641675,3.607466967705433
-7615.451171875,4864977.0,3.4175736904144287,1.0,0.0,160.0,3.5084282215911777,3.497042173853685
-7609.86376953125,4864979.5,3.909806728363037,1.0,0.0,26.0,2.7749224301589077,2.7669795138621134
-7639.41748046875,4865002.5,10.07297420501709,3.0,0.0,43.0,12.248061423447824,12.204926327061154
-7610.48046875,4864979.0,3.8935773372650146,1.0,0.0,27.0,2.1210060052810418,2.1121539453684783
-7608.78271484375,4864979.5,3.8175485134124756,1.0,0.0,26.0,6.299383789691737,6.298286947799817
-7608.0439453125,4864980.0,3.7859764099121094,1.0,0.0,26.0,5.0725338604793135,5.071805183822403
-7596.4794921875,4864982.5,4.07705545425415,1.0,0.0,27.0,1.4336489874399405,1.3831769964848182
-7621.92041015625,4864976.5,11.005133628845215,3.0,0.0,50.0,3.825014363359457,3.823837764802539
-7596.36865234375,4864982.5,3.728485107421875,1.0,0.0,27.0,2.2019558958659675,2.2017716425628837
-7592.84326171875,4864984.0,3.6964423656463623,1.0,0.0,26.0,2.52983260571021,2.5298301042070626
-7590.4560546875,4864985.0,3.1848230361938477,1.0,0.0,26.0,6.3128482126662275,6.29179189516998
-7605.16650390625,4864980.5,11.069855690002441,3.0,0.0,141.0,5.676873974894217,5.6767939408971015
-7597.6240234375,4864982.5,11.092058181762695,3.0,0.0,141.0,5.420696704817019,5.42069088706755
-7595.00439453125,4864984.0,11.229398727416992,3.0,0.0,142.0,1.3974869649890351,1.3914833044837898
-7594.310546875,4864984.0,9.947352409362793,3.0,0.0,141.0,6.5623085813555,6.460286173903621
-7621.5341796875,4864978.0,10.975947380065918,3.0,0.0,51.0,5.9569793645052815,5.955687541890461
-7507.0234375,4864861.5,4.360638618469238,1.0,1.0,88.0,3.6803894922430236,3.620610919499625
-7515.21923828125,4864853.5,5.621302127838135,2.0,1.0,147.0,9.11228869213643,8.907435284210719
-7517.041015625,4864851.5,4.210032939910889,1.0,1.0,148.0,5.718949485307958,5.6961609541611455
-7512.71044921875,4864855.0,4.941828727722168,1.0,1.0,147.0,11.942824851916347,11.878085992892737
-7501.85107421875,4864871.0,7.699338912963867,2.0,1.0,178.0,37.84679832409168,37.845614535896416
-7502.88818359375,4864867.0,7.447082996368408,2.0,1.0,178.0,33.536826521522144,33.53679347114336
-7506.23583984375,4864867.0,7.889777183532715,2.0,1.0,177.0,26.481769935876347,26.477240363134054
-7506.3154296875,4864865.5,7.8156514167785645,2.0,1.0,177.0,23.47229407407409,23.468613572163644
-7508.533203125,4864848.0,7.514232158660889,2.0,1.0,177.0,7.115722661987259,7.1148056906880255
-7501.76123046875,4864870.5,7.609259128570557,2.0,1.0,178.0,34.84089012545126,34.84026170037873
-7503.65771484375,4864875.5,7.887066841125488,2.0,1.0,177.0,37.831081500146894,37.827945931057805
-7501.98193359375,4864868.5,7.4206414222717285,2.0,1.0,178.0,33.75902660314001,33.759020292704015
-7648.412109375,4864926.5,3.756303071975708,1.0,0.0,155.0,5.9738885910059265,5.973623260788788
-7647.4287109375,4864925.5,3.5533511638641357,1.0,0.0,155.0,5.233514934379014,5.23145990018352
-7644.26171875,4864947.5,2.1249334812164307,1.0,0.0,24.0,12.18090647650958,12.07864429689359
-7641.451171875,4864952.0,0.379704087972641,0.0,0.0,71.0,5.933256934409162,4.917232240426397
-7630.591796875,4864976.5,4.437723636627197,1.0,0.0,161.0,8.830815455314568,8.799946899941169
-7629.5986328125,4864978.5,3.325820207595825,1.0,0.0,161.0,7.1062865749653445,7.096428564319453
-7634.6806640625,4864997.0,4.312509536743164,1.0,0.0,223.0,6.088665201266942,6.0577781405823785
-7636.97314453125,4864908.0,3.995762825012207,1.0,0.0,22.0,9.460845961605743,9.456221796286956
-7638.99462890625,4864911.5,7.39108943939209,2.0,0.0,28.0,7.080814705089542,7.080809098522706
-7638.1650390625,4864906.0,7.408749580383301,2.0,0.0,29.0,0.8179186303729343,0.8178718302730892
-7639.3740234375,4864914.5,4.231422424316406,1.0,0.0,224.0,15.714777497115326,15.392022217068078
-7655.1962890625,4864925.0,7.4797163009643555,2.0,0.0,40.0,3.1764930290677102,3.1754926035304063
-7647.47607421875,4864929.5,8.117725372314453,2.0,0.0,12.0,3.298271754801435,3.2192338930958426
-7649.7373046875,4864930.0,8.083165168762207,2.0,0.0,13.0,4.765058701860797,4.71583182316433
-7644.72802734375,4864925.0,5.399048328399658,1.0,0.0,154.0,7.150464608613304,6.864789620006662
-7656.79638671875,4864928.0,7.350171089172363,2.0,0.0,41.0,11.86626695555614,11.866162334140272
-7667.6533203125,4864935.0,7.274760723114014,2.0,0.0,41.0,6.977683263539866,6.976559241474943
-7673.65673828125,4864933.5,7.406049728393555,2.0,0.0,41.0,7.915478995224885,7.915476683348434
-7677.4921875,4864932.5,7.526649475097656,2.0,0.0,40.0,3.793843430297982,3.791728877975408
-7684.5732421875,4864931.5,5.783638954162598,2.0,0.0,38.0,8.311144954219786,8.152454073440245
-7679.73974609375,4864931.5,7.55967378616333,2.0,0.0,40.0,4.32414375653288,4.321194685405247
-7676.49853515625,4864932.5,7.208776473999023,2.0,0.0,41.0,2.147307097533124,2.1387756624339738
-7683.09716796875,4864930.5,7.210216522216797,2.0,0.0,40.0,7.183775334941384,7.181268014388037
